x,y,anomaly
13.27027779,15.7218683,0
13.21280861,15.89865242,0
13.22743704,15.90675608,0
13.26105229,15.80503504,0
13.26075073,15.79630092,0
13.27529115,15.88724664,0
13.28152615,15.90608011,0
13.28298002,15.89143661,0
13.233716,16.03265284,0
13.2858066,15.86614325,0
13.30344275,15.81518467,0
13.28172713,15.86410882,0
13.37283892,15.7399554,0
13.36459844,15.78860271,0
13.32618491,15.82306537,0
13.38491773,15.75684169,0
13.44486357,15.63504175,0
13.42263091,15.69603668,0
13.39646769,15.75968832,0
13.49384338,15.53817566,0
13.4796159,15.60108723,0
13.45231618,15.71543997,0
13.48998408,15.61344782,0
13.55631695,15.44229803,0
13.55033692,15.52214417,0
13.5167921,15.58977507,0
13.58327768,15.33548923,0
13.55653144,15.39831952,0
13.52894901,15.47914747,0
13.54015756,15.36730301,0
13.59298019,15.20782839,0
13.56970731,15.27647115,0
13.55046198,15.34715012,0
13.58066667,15.18947877,0
13.54073615,15.33199203,0
13.48395414,15.44029121,0
13.5164986,15.39528974,0
13.50175032,15.38337197,0
13.49328976,15.37182419,0
13.51140676,15.44586452,0
13.46782839,15.473604,0
13.40100211,15.60350563,0
13.44112999,15.52630739,0
13.47371339,15.41300296,0
13.43522714,15.51458628,0
13.42019991,15.48327796,0
13.41728635,15.49163408,0
13.40935005,15.52292318,0
13.33940989,15.66331618,0
13.35685703,15.60085595,0
13.41428301,15.49281763,0
13.44211763,15.60159565,0
13.44523246,15.58166486,0
13.44505596,15.64163667,0
13.47577737,15.71801012,0
13.42468563,15.87141804,0
13.44506984,15.84372293,0
13.48397961,15.75293866,0
13.53438585,15.83334655,0
13.53923233,15.83593496,0
13.5776464,15.82306229,0
13.59421444,15.79157645,0
13.52419856,15.96620971,0
13.55689892,15.8986591,0
13.61767704,15.7238414,0
13.62498346,15.71978892,0
13.6437281,15.75418071,0
13.6228089,15.77596053,0
13.66979987,15.76218299,0
13.62214145,15.90125688,0
13.65415481,15.86218985,0
13.72132226,15.692447,0
13.73043622,15.72686339,0
13.73430807,15.72589254,0
13.73780352,15.68787746,0
13.76206692,15.68053545,0
13.66530715,15.81475645,0
13.6939788,15.82018918,0
13.72820062,15.65166204,0
13.69288103,15.69878981,0
13.66896313,15.73640275,0
13.68599659,15.70854422,0
13.70730327,15.68251455,0
13.58867131,15.85648859,0
13.62337849,15.78184803,0
13.67720507,15.61741514,0
13.63928403,15.62010961,0
13.6630268,15.59749145,0
13.67010439,15.62730135,0
13.65434862,15.63516351,0
13.62456849,15.81141153,0
13.64447319,15.77522798,0
13.70474622,15.61288894,0
13.64293797,15.67063458,0
13.68909424,15.6719721,0
13.70272186,15.68933345,0
13.68344533,15.69782672,0
13.60561383,15.86444194,0
13.64229183,15.82716144,0
13.68657143,15.71210431,0
13.6167459,15.74505252,0
13.62392702,15.76813907,0
13.61695013,15.76102997,0
13.64542618,15.74368479,0
13.56108421,15.82073711,0
13.61514655,15.74198952,0
13.67095581,15.59494248,0
13.6271476,15.64657379,0
13.619823,15.53176044,0
13.61125323,15.55905452,0
13.63549449,15.53851884,0
13.64479722,15.66487285,0
13.69068245,15.49557495,0
13.68911242,15.37453095,0
13.61724902,15.57073865,0
13.61933214,15.52089685,0
13.57629487,15.53142267,0
13.52680131,15.68468592,0
13.56819257,15.67251889,0
13.54686016,15.49533955,0
13.51792519,15.44176861,0
13.46204914,15.63106359,0
13.53107595,15.44546404,0
13.50568076,15.40441578,0
13.45892238,15.56731463,0
13.50603222,15.56609733,0
13.53541531,15.40430951,0
13.50252393,15.38080165,0
13.4350493,15.56438463,0
13.54798223,15.44803038,0
13.49826434,15.44726642,0
13.4345697,15.60713534,0
13.46549826,15.57153795,0
13.55351176,15.53361344,0
13.50839242,15.53893774,0
13.45480735,15.7080685,0
13.48001219,15.56218232,0
13.40050228,15.72864823,0
13.39489482,15.84942702,0
13.46690613,15.66151245,0
13.48552817,15.54884735,0
13.47278662,15.52265336,0
13.4688855,15.52863417,0
13.4641122,15.5282593,0
13.41337514,15.64033323,0
13.43667821,15.67217508,0
13.49210005,15.5126778,0
13.45557662,15.54538605,0
13.42483828,15.58482339,0
13.4265538,15.59864216,0
13.42093779,15.57014411,0
13.37100815,15.68202174,0
13.41185156,15.67184006,0
13.47252018,15.50249068,0
13.44218422,15.52568634,0
13.44233208,15.53606254,0
13.44442187,15.53474983,0
13.44079286,15.54311047,0
13.37379696,15.61230838,0
13.41957161,15.59608081,0
13.45046669,15.46817807,0
13.41105459,15.49365169,0
13.39961455,15.46520549,0
13.39951035,15.47244495,0
13.39528303,15.46401766,0
13.32687354,15.579998,0
13.38124994,15.5713733,0
13.42828353,15.43134845,0
13.3932685,15.42497295,0
13.39627888,15.42330741,0
13.38419119,15.41808416,0
13.37811843,15.42469226,0
13.32579616,15.55995375,0
13.37945062,15.56593635,0
13.42157363,15.40703212,0
13.3784777,15.44467983,0
13.38415729,15.46485655,0
13.38612236,15.45300472,0
13.38048813,15.48242928,0
13.32979636,15.64304463,0
13.38026697,15.61844069,0
13.42137607,15.47296292,0
13.40151732,15.55231308,0
13.41735523,15.59705335,0
13.42766753,15.58477856,0
13.42809497,15.56746845,0
13.41105222,15.72426719,0
13.50550942,15.5895849,0
13.51479468,15.46276597,0
13.46207707,15.62380092,0
13.49144436,15.6483944,0
13.54411593,15.51958192,0
13.47280722,15.70390506,0
13.46787697,15.82408526,0
13.57790072,15.6548851,0
13.61967526,15.56804032,0
13.56800793,15.69903682,0
13.6220051,15.67559005,0
13.69073303,15.48894447,0
13.61885045,15.67111646,0
13.61888155,15.82058997,0
13.72762223,15.64468308,0
13.80249798,15.45415112,0
13.73068078,15.61923066,0
13.7210506,15.59534487,0
13.78717332,15.45837893,0
13.71875525,15.61681934,0
13.6631933,15.69656247,0
13.75706574,15.54960099,0
13.7703755,15.43150082,0
13.7195982,15.57393597,0
13.73725236,15.51109546,0
13.75954219,15.5353213,0
13.71033025,15.68790215,0
13.71724222,15.64563631,0
13.78304253,15.44677315,0
13.74864087,15.49206913,0
13.75150569,15.46974783,0
13.74629686,15.44674058,0
13.73377472,15.46519894,0
13.68818182,15.57262166,0
13.6776454,15.5493417,0
13.71665674,15.41414344,0
13.66615406,15.51073306,0
13.68859813,15.48179672,0
13.69545134,15.36296723,0
13.66998046,15.36271093,0
13.58694846,15.57702086,0
13.61805053,15.46106401,0
13.6975747,15.30103537,0
13.65904983,15.33460794,0
13.65490157,15.3749157,0
13.70010602,15.29076229,0
13.67333727,15.2788209,0
13.61475698,15.48380126,0
13.60655665,15.51082798,0
13.66232266,15.44214926,0
13.62748214,15.50441923,0
13.63309443,15.52286712,0
13.64427208,15.53327804,0
13.64257725,15.57681588,0
13.59455923,15.72073465,0
13.60131716,15.66929604,0
13.63200255,15.61380754,0
13.6190679,15.745561,0
13.59768749,15.78927827,0
13.61397119,15.78296034,0
13.5854441,15.81883947,0
13.5326434,15.95899553,0
13.54518592,15.91507525,0
13.56262593,15.89388396,0
13.53045754,15.96408659,0
13.50234755,16.01304448,0
13.50681793,16.02548459,0
13.49299967,16.04311212,0
13.43624756,16.18989371,0
13.44544179,16.13633281,0
13.48275417,16.06221674,0
13.44922962,16.07416336,0
13.45831439,16.03818781,0
13.45768968,16.01776578,0
13.43384867,15.96698333,0
13.36781476,16.06341055,0
13.42296065,15.88836915,0
13.44230402,15.83443953,0
13.36501641,16.00642825,0
13.39871184,15.89290009,0
13.43747655,15.78329346,0
13.37273559,15.91846364,0
13.33770635,15.88747557,0
13.422134,15.67217361,0
13.45222044,15.62024615,0
13.40329989,15.75809046,0
13.41864368,15.68313704,0
13.4604196,15.55757919,0
13.40187555,15.72048604,0
13.38647996,15.74935169,0
13.47372069,15.51726213,0
13.48324416,15.52697553,0
13.42494987,15.67308091,0
13.42654079,15.63421116,0
13.48145742,15.49285535,0
13.41528738,15.67210043,0
13.41147595,15.71015277,0
13.47221687,15.54158092,0
13.50773973,15.46096417,0
13.46089137,15.61521563,0
13.46906505,15.55523704,0
13.50163036,15.50494886,0
13.45382646,15.61475428,0
13.47789155,15.53345731,0
13.51780748,15.43938447,0
13.51875588,15.50303521,0
13.52218553,15.51899272,0
13.50775916,15.53983673,0
13.51169273,15.52154452,0
13.47543011,15.62066619,0
13.4934405,15.56392279,0
13.56135262,15.40748162,0
13.50059305,15.57230341,0
13.51453323,15.51962881,0
13.55876505,15.4092054,0
13.47230844,15.6325843,0
13.43733824,15.68200813,0
13.50287807,15.4962048,0
13.54595574,15.41301188,0
13.50058446,15.56020652,0
13.50756856,15.52581454,0
13.54234066,15.42934222,0
13.47896863,15.59225339,0
13.45893572,15.6491445,0
13.50509003,15.56287076,0
13.51464315,15.57595679,0
13.47685245,15.70955589,0
13.5658498,15.53681483,0
13.53312755,15.61331235,0
13.48591262,15.77102286,0
13.50963267,15.7506055,0
13.62485845,15.48016986,0
13.60001975,15.55669627,0
13.52587704,15.73138676,0
13.59175487,15.55888325,0
13.5668904,15.6425307,0
13.47676176,15.859697,0
13.53746274,15.71827342,0
13.66600612,15.49263423,0
13.60398567,15.68603271,0
13.60203086,15.66925386,0
13.63533692,15.58651685,0
13.60467872,15.73757501,0
13.60880343,15.75292595,0
13.75803867,15.69953388,0
13.74925449,15.72128864,0
13.72431142,15.85809883,0
13.78914869,15.67105178,0
13.75918084,15.73901998,0
13.71396376,15.83380439,0
13.76630213,15.67685522,0
13.74182911,15.72525623,0
13.66348656,15.88183241,0
13.75420268,15.66406312,0
13.73358204,15.68339189,0
13.64705108,15.80266035,0
13.58320408,15.90823443,0
13.60267871,15.84931283,0
13.66513206,15.68615758,0
13.58379447,15.86991134,0
13.59333195,15.82798872,0
13.64799161,15.70049771,0
13.31154035,15.35738938,0
13.19119521,15.59956598,0
13.17226732,15.61896853,0
13.21915155,15.49276596,0
13.17685286,15.61686803,0
13.14858001,15.64516165,0
13.14800321,15.66239652,0
13.13855413,15.29223605,0
13.12360425,15.31809439,0
13.0815369,15.34723521,0
13.0812883,15.34804378,0
13.08796426,15.33294998,0
13.07253924,15.31716125,0
13.08996356,15.27232619,0
13.08996986,15.27045499,0
13.08556278,15.24234733,0
13.04077018,15.18539662,0
13.0553628,15.16823921,0
13.07244337,15.13720262,0
13.09290194,15.02438204,0
12.81587305,14.57104196,0
12.73667554,14.80015691,0
12.73627062,14.77979022,0
12.72911964,14.82480801,0
12.68867449,14.90951905,0
12.99068097,15.28341039,0
13.1286169,14.85320018,0
13.14702766,14.83603914,0
13.10665368,14.92756107,0
13.1363927,14.80213213,0
13.15119393,14.78095149,0
13.14028524,14.81935419,0
13.14657086,14.8182442,0
13.16200431,14.80052086,0
13.16460831,14.79884073,0
13.14672314,14.93977725,0
13.144491,14.96050366,0
13.14646708,14.9633468,0
13.10332232,15.05868729,0
13.09039125,15.07853163,0
13.08609663,15.09134052,0
13.09823557,15.22138901,0
13.08875,15.25443779,0
13.08856774,15.2584245,0
13.05641186,15.38058771,0
13.04249647,15.37743223,0
13.04443744,15.37722207,0
13.04397552,15.38474545,0
13.09791606,15.2248584,0
13.08773136,15.28439734,0
13.04609837,15.38608661,0
12.93784693,15.6880129,0
13.09249662,15.23469284,0
13.09494984,15.28169648,0
13.04228494,15.42606505,0
13.0702494,15.3334461,0
13.00742198,15.37106644,0
12.88332379,15.6977872,0
13.03490759,15.25365378,0
13.03599302,15.28503007,0
12.97713369,15.30517459,0
13.03843553,15.11048015,0
13.0403815,15.15791598,0
13.01496992,15.27901493,0
13.08121669,15.08861031,0
13.15005211,14.93526563,0
13.11276691,15.07583166,0
13.1271701,15.04711958,0
13.19935091,14.88440641,0
13.17655554,15.02616569,0
13.47608714,15.57798254,0
13.54479201,15.36910742,0
13.61397995,15.22579415,0
13.59851477,15.3524044,0
13.61464202,15.27842793,0
13.68061421,15.12258686,0
13.64886117,15.18885554,0
13.50716531,15.60665447,0
13.57051616,15.42975536,0
13.63715134,15.25239136,0
13.6113395,15.27931833,0
13.66672715,15.21928691,0
13.68507437,15.17421949,0
13.55808655,15.5070915,0
13.59396208,15.3999136,0
13.66091579,15.2502626,0
13.66251355,15.25100876,0
13.6921502,15.10873884,0
13.69916007,15.00900506,0
13.68857019,15.02982263,0
13.65591232,15.08260079,0
13.69000863,14.94256308,0
13.72669238,14.79078042,0
13.69608502,14.83789686,0
13.73282715,14.6864674,0
13.76408616,14.52113531,0
13.73686825,14.57038044,0
13.71308691,14.59032186,0
13.72642689,14.44881322,0
13.75570687,14.37439999,0
13.75717353,14.36184741,0
13.78793872,14.29511568,0
13.82271691,14.20545343,0
13.81350779,14.1789787,0
13.8195203,14.19182791,0
13.82738188,14.07083976,0
13.85563364,13.9679248,0
13.84263386,14.00018389,0
13.86961147,13.9711969,0
13.89358295,13.84710428,0
13.89754825,13.8380408,0
13.89187691,13.88008937,0
13.93892317,13.85306206,0
13.97683508,13.79436789,0
13.98185861,13.77243974,0
14.00138102,13.76688989,0
14.03019207,13.74295437,0
14.00703965,13.79736938,0
14.02150692,13.8096253,0
14.04191319,13.81926721,0
14.0573978,13.74491679,0
14.08189346,13.73766542,0
14.09041219,13.76012312,0
14.07962108,13.79993954,0
14.10890839,13.75777207,0
14.12052586,13.79185639,0
14.10161156,13.84116322,0
14.12316847,13.76274681,0
14.1232703,13.80948577,0
14.13280903,13.81291723,0
14.15943584,13.8707375,0
14.15414311,13.91396784,0
14.17603752,13.91354242,0
14.18772266,13.88151433,0
14.17033353,13.97805407,0
14.1675097,14.03688953,0
14.14901104,14.02761635,0
14.12348812,14.02239448,0
14.12436431,14.05198456,0
14.16201937,14.12938843,0
14.12663619,14.08641018,0
14.09654967,14.10663108,0
14.11327907,14.10081517,0
14.13229944,14.08938051,0
14.10555038,14.08716579,0
14.10544126,14.10770258,0
14.10391463,14.09476749,0
14.0685109,13.97066899,0
14.08303576,13.90601982,0
14.07802345,13.8992878,0
14.08926301,13.92987005,0
14.10418304,13.84088949,0
14.09785121,13.84230158,0
14.09871455,13.89062689,0
14.04130808,13.81299466,0
14.03537321,13.73084827,0
14.02731795,13.66215349,0
14.01704355,13.6497404,0
13.97806561,13.59416444,0
14.18134013,13.48469694,0
14.16841958,13.42212664,0
14.14204654,13.37411081,0
14.33720696,13.28133885,0
14.31591291,13.22344636,0
14.25120302,13.08798305,0
14.29448585,12.99989354,0
14.29879001,12.9072995,1
14.26204872,12.82415434,1
14.23726622,12.70965262,1
14.26468324,12.57508566,1
14.24603197,12.51970778,1
14.25259521,12.38718629,1
14.3471228,12.2796995,1
14.34677463,12.23756063,1
14.30681092,12.19063951,1
14.31207971,12.04898084,1
14.32125726,12.02381878,1
14.38752713,11.93134346,1
14.47038951,11.66072361,1
14.51311401,11.65859073,1
14.44322076,11.61732875,1
14.67532096,11.51112963,1
14.92220684,11.41218768,1
14.96435863,11.41141821,1
14.93804984,11.31490577,1
15.02769763,11.17343358,1
15.08403873,11.10761322,1
14.85254648,11.0191836,1
15.05092348,10.86345857,1
15.1700835,10.72174996,1
15.15287691,10.74331797,1
15.39081775,10.60126162,1
15.58474643,10.47791193,1
15.59182623,10.5318763,1
15.59156178,10.50545378,1
15.84013161,10.35066197,1
15.81577518,10.44053026,0
15.98728657,10.48093229,0
16.13610726,10.38096597,0
16.17946401,10.23993481,0
16.17271725,10.21490788,0
16.61455119,9.806165389,0
16.68930573,9.742440384,0
16.62043815,9.765129355,0
16.8903645,9.611475294,0
17.21324428,9.450283786,0
16.99515005,9.41637468,0
16.79373915,9.354773201,0
16.93774392,9.266063785,0
16.78725238,9.356977913,0
17.06831283,9.298030179,0
17.23962383,9.173360143,0
17.33336505,9.242528779,0
17.16981397,9.332294539,0
17.27215832,9.424243984,0
17.49625138,9.31136408,0
17.49688368,9.357777983,0
17.53057398,9.272879423,0
17.53854059,9.292034592,0
17.53825797,9.326778927,0
17.65460704,9.352797948,0
17.89897753,9.079065073,0
17.45964214,9.069512103,0
17.52089281,9.077208566,0
17.71617879,9.086607446,0
17.59768184,8.954426841,0
17.20522738,9.26358617,0
17.26644753,9.313781528,0
17.47511903,9.358605173,0
17.21304284,9.511123767,0
16.98554127,9.667879867,0
17.18642149,9.702218548,0
17.12886045,9.739310232,0
17.21848084,9.680555627,0
17.44972008,9.440626997,0
17.11130019,9.634666925,0
16.94198408,9.758252231,0
17.14389977,9.635405759,0
17.35818152,9.446005744,0
17.16357888,9.537900818,0
17.19326974,9.498757512,0
17.21825672,9.351145819,0
17.04602834,9.561546843,0
17.04310761,9.475011659,0
17.30217938,9.336197215,0
17.0840553,9.404514704,0
16.91441912,9.667088279,0
17.37527594,9.579117481,0
17.30551296,9.625568175,0
17.15200274,9.769871354,0
17.24238311,9.895313721,0
17.45387585,9.779051736,0
17.42290705,9.717123634,0
17.20701945,9.693346147,0
17.46708724,9.524952405,0
17.66877589,9.387464464,0
17.49954685,9.481499104,0
17.53390281,9.504557676,0
17.55119003,9.54185582,0
17.51239822,9.60665113,0
17.4874017,9.489734299,0
17.73043524,9.408463841,0
17.61524911,9.461786452,0
17.39372194,9.700106707,0
17.3989329,9.638880618,0
17.41902486,9.649966658,0
17.32827972,9.77994697,0
17.30360222,9.672473322,0
17.47827902,9.559615492,0
17.22352873,9.673409965,0
17.30590779,9.599211787,0
17.49825777,9.750247478,0
17.26425129,9.873718317,0
17.35088127,9.765973709,0
17.53168659,9.911178494,0
17.52478764,9.897480472,0
17.28120139,10.04034754,0
17.36261741,10.04298337,0
17.5278423,9.990269056,0
17.2553971,10.07751928,0
17.28660758,10.1231231,0
17.39894441,10.05260263,0
17.36272912,10.00604482,0
17.1209761,10.04253551,0
17.15811486,10.10539771,0
17.39227612,10.36887927,0
17.13192675,10.44014218,0
17.24406505,10.437742,0
17.22059194,10.39824813,0
17.22236449,10.39183165,0
17.21008087,10.42920009,0
17.04917654,10.50749018,0
17.2853128,10.48135881,0
17.10078215,10.61342945,0
17.09123204,10.63284655,0
17.09221877,10.63725034,0
16.83568912,10.43357346,0
17.03665469,10.3596072,0
16.81885577,10.45092554,0
16.61099274,10.213232,0
16.89182515,10.15890372,0
17.1417941,10.03651697,0
16.8820349,10.09725582,0
16.92118339,10.04453271,0
17.12054445,9.994084314,0
16.88219752,10.07600429,0
16.71897578,10.02662557,0
16.93934326,9.988721715,0
17.12563003,9.942899914,0
16.89619571,9.999932522,0
16.90556685,10.00920437,0
16.92393271,9.979703983,0
16.68781484,10.03861188,0
16.99338229,9.893507659,0
17.15816452,9.817444293,0
16.91798512,9.857984374,0
17.08557554,9.791968546,0
16.8641489,9.801252958,0
16.89621935,9.756819912,0
17.10394177,9.590173843,0
17.15953795,9.440614051,0
17.16623029,9.372644366,0
17.26213865,9.386788497,0
17.50783145,9.279044659,0
17.48475091,9.243387849,0
17.21538185,9.332084366,0
17.20705964,9.711279368,0
17.22517544,9.634876756,0
17.2735468,9.644287458,0
17.32545343,9.580483346,0
17.33663758,9.492279272,0
17.36980408,9.53375575,0
17.42000621,9.4498559,0
17.46760341,9.309656195,0
17.47459127,9.210414432,0
17.45922429,8.85168654,0
17.44206753,8.817940454,0
17.43802176,8.80163342,0
17.38876817,8.780201882,0
17.38026891,8.800734538,0
17.3642635,8.756301461,0
17.50832831,8.526738432,0
17.67260788,8.521899371,0
17.62328924,8.521106044,0
17.4231446,8.666044149,0
17.46952991,8.593574142,0
17.66290782,8.558231024,0
17.3375254,8.588967557,0
17.11428785,8.691419576,0
17.13548458,8.763424895,0
17.40233711,8.73021617,0
17.31640227,8.453787526,0
17.37083538,8.436634118,0
17.12878035,8.573190789,0
17.22707354,8.369873144,0
17.35832313,8.450516957,0
17.34387649,8.329151588,0
17.17393997,8.321369104,0
16.91883725,8.443199086,0
17.13295459,8.476801057,0
17.16168315,8.688926818,0
17.24853272,8.600837828,0
17.49479501,8.528148569,0
17.27674791,8.626326567,0
17.12915688,8.686438678,0
17.15625466,8.744127118,0
17.09933742,8.906874987,0
17.13805584,8.880109035,0
17.18382195,8.939207535,0
17.41466227,8.859086614,0
17.31826922,9.011701803,0
17.14600153,9.087278637,0
17.39809324,9.069121716,0
17.54379613,9.085208897,0
17.85187769,8.815554105,0
17.7773474,8.778142756,0
17.61411552,8.82802322,0
17.55835214,8.948860849,0
17.81773134,8.870483261,0
17.70545427,9.063921558,0
17.56570401,9.079944148,0
17.80764904,9.150552722,0
17.89443885,9.190807066,0
17.91372676,9.296171136,0
17.71771338,9.444303704,0
17.75662552,9.279954278,0
17.83886452,9.377497904,0
17.58000687,9.440992896,0
17.79226447,9.432537618,0
17.91973694,9.292503349,0
17.89377895,9.28393388,0
17.69200307,9.431023343,0
17.74020681,9.468421607,0
17.86819299,9.42102217,0
17.62258739,9.500088902,0
17.6837575,9.60910261,0
17.8241956,9.571669833,0
17.60378208,9.626073634,0
17.48293991,9.638013731,0
17.40761346,9.826004449,0
17.37301557,9.804227307,0
17.38422799,9.785555714,0
17.60058798,9.734264974,0
17.48576787,9.674696536,0
17.24350489,9.735186639,0
17.21578277,9.664048322,0
17.23123257,9.703364145,0
17.0715729,9.766722534,0
17.3371819,9.68348652,0
17.4425066,9.468722438,0
17.1274849,9.514561634,0
16.9394312,9.50931732,0
17.2730388,9.508270951,0
17.20564268,9.49176066,0
17.02880275,9.604850441,0
17.29287374,9.494949966,0
17.43033435,9.442673046,0
17.14873946,9.46298351,0
16.99400588,9.416151792,0
17.26368913,9.433618553,0
17.18107022,9.449798219,0
16.98642788,9.456725461,0
17.21191405,9.443053608,0
17.35810255,9.407992441,0
17.08493866,9.456593415,0
16.93296815,9.473021781,0
17.16033133,9.459489486,0
17.13378086,9.474583222,0
16.94619806,9.573828833,0
17.26551101,9.581610485,0
17.47817015,9.646099446,0
17.18833457,9.615272707,0
17.17206742,9.576242899,0
17.14305807,9.643917918,0
17.20635492,9.775461533,0
17.21360246,9.788846664,0
17.53089405,9.77792649,0
17.39511209,9.799092934,0
17.20440752,9.862234857,0
17.22746829,9.831638377,0
17.24152789,9.888293024,0
17.22424884,9.825384931,0
17.23213556,9.831842081,0
17.50658253,9.815497733,0
17.4279664,9.803262139,0
17.21765978,9.758593631,0
17.24897358,9.714787199,0
17.29729599,9.653811534,0
17.30716317,9.667138416,0
17.31579649,9.613293651,0
17.58074216,9.656976164,0
17.54001927,9.657813025,0
17.30388626,9.601215073,0
17.3289804,9.552912736,0
17.32504167,9.560004259,0
17.3275265,9.579140618,0
17.32698339,9.529923343,0
17.5317109,9.603541764,0
17.24788749,9.487702274,0
17.03464059,9.413540025,0
17.3204123,9.380793634,0
17.2260329,9.424275722,0
17.02329794,9.34682982,0
17.30252676,9.295622975,0
17.49467951,9.28958989,0
17.2074433,9.291312964,0
17.07015536,9.351732425,0
17.35336235,9.307869252,0
17.27047608,9.313451826,0
17.0687469,9.226187875,0
17.33366231,9.220674665,0
17.51243596,9.244447503,0
17.21367218,9.236826499,0
17.01314034,9.190980068,0
17.28231159,9.174893317,0
17.1872938,9.173706096,0
16.97189869,9.079157832,0
17.24608888,9.062051682,0
17.40875192,9.11239331,0
17.09833235,9.094102126,0
16.9059325,9.065562793,0
17.1481263,8.979799708,0
17.11799787,8.839045662,0
17.13132781,8.850234733,0
17.38193831,8.822989977,0
17.29185374,8.736100445,0
17.08492269,8.671434488,0
